life_course_id,n_nodes,record_ids,birth_year_estimates,issues,flagged
458,2,"['C00646', 'R00036']","[1814, 1811]",[],False
459,2,"['C00647', 'R00690']","[1818, 1817]",[],False
460,2,"['C00648', 'R01835']","[1803, 1802]",[],False
461,2,"['C00649', 'R00731']","[1818, 1816]",[],False
462,2,"['C00650', 'R00409']","[1815, 1816]",[],False
463,2,"['C00651', 'R00592']","[1806, 1808]",[],False
464,2,"['C00653', 'R01002']","[1837, 1839]",[],False
465,2,"['C00654', 'R00725']","[1837, 1837]",[],False
466,2,"['C00657', 'R00266']","[1828, 1828]",[],False
467,2,"['C00659', 'R00674']","[1793, 1792]",[],False
468,2,"['C00660', 'R02697']","[1837, 1839]",[],False
469,2,"['C00661', 'R00645']","[1809, 1807]",[],False
470,2,"['C00662', 'R01748']","[1803, 1805]",[],False
471,2,"['C00663', 'R00940']","[1797, 1798]",[],False
472,2,"['C00664', 'R01927']","[1831, 1830]",[],False
473,2,"['C00665', 'R02169']","[1792, 1790]",[],False
474,2,"['C00666', 'R01703']","[1797, 1794]",[],False
475,2,"['C00667', 'R00632']","[1830, 1828]",[],False
476,2,"['C00668', 'R00721']","[1803, 1803]",[],False
477,2,"['C00669', 'R01556']","[1803, 1803]",[],False
478,2,"['C00670', 'R01580']","[1791, 1790]",[],False
479,2,"['C00671', 'R02428']","[1811, 1812]",[],False
480,2,"['C00672', 'R02863']","[1789, 1787]",[],False
481,2,"['C00673', 'R02313']","[1806, 1806]",[],False
482,2,"['C00674', 'R00087']","[1817, 1815]",[],False
483,2,"['C00675', 'R00583']","[1807, 1806]",[],False
484,2,"['C00681', 'R02087']","[1816, 1813]",[],False
485,2,"['C00684', 'R02701']","[1822, 1826]",['birth_year_conflict'],True
486,2,"['C00685', 'R01811']","[1840, 1839]",[],False
487,2,"['C00687', 'R01400']","[1832, 1835]",[],False
488,2,"['C00689', 'R01345']","[1835, 1836]",[],False
489,2,"['C00690', 'R01077']","[1811, 1811]",[],False
490,2,"['C00691', 'R00505']","[1828, 1829]",[],False
491,2,"['C00692', 'R02519']","[1800, 1799]",[],False
492,2,"['C00696', 'R01252']","[1803, 1803]",[],False
493,2,"['C00697', 'R02446']","[1805, 1806]",[],False
494,2,"['C00699', 'R00712']","[1830, 1830]",[],False
495,2,"['C00700', 'R01980']","[1786, 1786]",[],False
496,2,"['C00702', 'R00563']","[1839, 1837]",[],False
497,2,"['C00703', 'R00995']","[1798, 1798]",[],False
498,2,"['C00704', 'R02201']","[1813, 1814]",[],False
499,2,"['C00705', 'R02482']","[1795, 1796]",[],False
500,2,"['C00706', 'R02089']","[1785, 1784]",[],False
501,2,"['C00707', 'R01291']","[1785, 1786]",[],False
502,2,"['C00708', 'R02054']","[1807, 1806]",[],False
503,2,"['C00709', 'R01265']","[1834, 1834]",[],False
504,2,"['C00710', 'R00579']","[1803, 1805]",[],False
505,2,"['C00711', 'R02138']","[1804, 1805]",[],False
506,2,"['C00712', 'R02121']","[1801, 1801]",[],False
507,2,"['C00713', 'R00876']","[1836, 1836]",[],False
508,2,"['C00715', 'R01201']","[1806, 1805]",[],False
509,2,"['C00716', 'R01785']","[1808, 1805]",[],False
510,2,"['C00717', 'R00075']","[1810, 1811]",[],False
511,2,"['C00718', 'R00263']","[1818, 1819]",[],False
512,2,"['C00719', 'R01778']","[1826, 1827]",[],False
513,2,"['C00720', 'R01926']","[1796, 1796]",[],False
514,2,"['C00722', 'R01456']","[1812, 1812]",[],False
515,2,"['C00723', 'R02373']","[1807, 1807]",[],False
516,2,"['C00724', 'R01462']","[1787, 1789]",[],False
517,2,"['C00726', 'R01545']","[1794, 1792]",[],False
518,2,"['C00727', 'R00123']","[1809, 1808]",[],False
519,2,"['C00729', 'R01061']","[1825, 1824]",[],False
520,2,"['C00730', 'R02769']","[1823, 1823]",[],False
521,2,"['C00731', 'R01544']","[1808, 1810]",[],False
522,2,"['C00733', 'R00429']","[1808, 1810]",[],False
523,2,"['C00734', 'R00777']","[1783, 1781]",[],False
524,2,"['C00736', 'R02286']","[1799, 1798]",[],False
525,2,"['C00738', 'R01676']","[1825, 1827]",[],False
526,2,"['C00740', 'R01262']","[1801, 1803]",[],False
527,2,"['C00741', 'R02235']","[1824, 1827]",[],False
528,2,"['C00742', 'R00572']","[1820, 1820]",[],False
529,2,"['C00743', 'R02207']","[1825, 1827]",[],False
530,2,"['C00745', 'R00524']","[1797, 1798]",[],False
531,2,"['C00746', 'R01808']","[1808, 1809]",[],False
532,2,"['C00747', 'R01613']","[1837, 1840]",[],False
533,2,"['C00748', 'R00933']","[1779, 1780]",[],False
534,2,"['C00749', 'R00643']","[1817, 1816]",[],False
535,2,"['C00750', 'R00095']","[1829, 1828]",[],False
536,2,"['C00751', 'R01910']","[1800, 1798]",[],False
537,2,"['C00752', 'R02129']","[1835, 1835]",[],False
538,2,"['C00753', 'R00580']","[1782, 1784]",[],False
539,2,"['C00754', 'R02958']","[1834, 1835]",[],False
540,2,"['C00755', 'R00551']","[1829, 1830]",[],False
541,2,"['C00756', 'R00229']","[1789, 1788]",[],False
542,2,"['C00757', 'R00857']","[1800, 1801]",[],False
543,2,"['C00759', 'R00494']","[1839, 1836]",[],False
544,2,"['C00761', 'R00831']","[1826, 1824]",[],False
545,2,"['C00762', 'R01546']","[1822, 1822]",[],False
546,2,"['C00763', 'R02429']","[1805, 1808]",[],False
547,2,"['C00765', 'R02295']","[1790, 1790]",[],False
548,2,"['C00766', 'R02952']","[1821, 1822]",[],False
549,2,"['C00768', 'R02797']","[1803, 1805]",[],False
550,2,"['C00769', 'R02896']","[1821, 1821]",[],False
551,2,"['C00770', 'R01003']","[1828, 1827]",[],False
552,2,"['C00771', 'R02022']","[1814, 1810]",['birth_year_conflict'],True
553,2,"['C00772', 'R01156']","[1836, 1834]",[],False
554,2,"['C00774', 'R02197']","[1808, 1808]",[],False
555,2,"['C00775', 'R02470']","[1792, 1793]",[],False
556,2,"['C00777', 'R00357']","[1786, 1783]",[],False
557,2,"['C00779', 'R02199']","[1818, 1818]",[],False
558,2,"['C00780', 'R02151']","[1826, 1826]",[],False
559,2,"['C00782', 'R01913']","[1785, 1786]",[],False
560,2,"['C00783', 'R02092']","[1793, 1795]",[],False
561,2,"['C00785', 'R01238']","[1804, 1804]",[],False
562,2,"['C00786', 'R01655']","[1838, 1836]",[],False
563,2,"['C00787', 'R00936']","[1840, 1841]",[],False
564,2,"['C00788', 'R02546']","[1781, 1780]",[],False
565,2,"['C00789', 'R00474']","[1811, 1814]",[],False
566,2,"['C00790', 'R01903']","[1805, 1806]",[],False
567,2,"['C00791', 'R00973']","[1822, 1823]",[],False
568,2,"['C00792', 'R01035']","[1812, 1814]",[],False
569,2,"['C00793', 'R00665']","[1831, 1834]",[],False
570,2,"['C00794', 'R01488']","[1803, 1800]",[],False
571,2,"['C00795', 'R02577']","[1810, 1809]",[],False
572,2,"['C00796', 'R02771']","[1839, 1836]",[],False
573,2,"['C00799', 'R00610']","[1794, 1793]",[],False
574,2,"['C00800', 'R00044']","[1821, 1821]",[],False
575,2,"['C00801', 'R01096']","[1781, 1784]",[],False
576,2,"['C00802', 'R00004']","[1821, 1824]",[],False
577,2,"['C00803', 'R01301']","[1805, 1804]",[],False
578,2,"['C00805', 'R01998']","[1794, 1796]",[],False
579,2,"['C00806', 'R02834']","[1803, 1803]",[],False
580,2,"['C00808', 'R02680']","[1802, 1800]",[],False
581,2,"['C00809', 'R02500']","[1779, 1780]",[],False
582,2,"['C00810', 'R01838']","[1789, 1788]",[],False
583,2,"['C00811', 'R02383']","[1796, 1796]",[],False
584,2,"['C00812', 'R00594']","[1827, 1828]",[],False
585,2,"['C00813', 'R02001']","[1831, 1829]",[],False
586,2,"['C00814', 'R00375']","[1782, 1784]",[],False
587,2,"['C00815', 'R02647']","[1823, 1822]",[],False
588,2,"['C00816', 'R01172']","[1786, 1789]",[],False
589,2,"['C00817', 'R01081']","[1798, 1799]",[],False
590,2,"['C00820', 'R00334']","[1789, 1791]",[],False
591,2,"['C00821', 'R01425']","[1795, 1796]",[],False
592,2,"['C00822', 'R02335']","[1821, 1824]",[],False
593,2,"['C00823', 'R01190']","[1803, 1800]",[],False
594,2,"['C00825', 'R01007']","[1790, 1789]",[],False
595,2,"['C00826', 'R00134']","[1831, 1828]",[],False
596,2,"['C00827', 'R02480']","[1807, 1805]",[],False
597,2,"['C00829', 'R00827']","[1833, 1833]",[],False
598,2,"['C00830', 'R02706']","[1840, 1838]",[],False
599,2,"['C00831', 'R01354']","[1782, 1780]",[],False
600,2,"['C00832', 'R02351']","[1804, 1804]",[],False
601,2,"['C00833', 'R00832']","[1833, 1830]",[],False
602,2,"['C00834', 'R00914']","[1808, 1808]",[],False
603,2,"['C00839', 'R02906']","[1813, 1811]",[],False
604,2,"['C00840', 'R00582']","[1828, 1829]",[],False
605,2,"['C00841', 'R00564']","[1827, 1825]",[],False
606,2,"['C00842', 'R01845']","[1791, 1789]",[],False
607,2,"['C00844', 'R00391']","[1806, 1805]",[],False
608,2,"['C00845', 'R01255']","[1819, 1818]",[],False
609,2,"['C00846', 'R01276']","[1784, 1784]",[],False
610,2,"['C00847', 'R01746']","[1799, 1800]",[],False
611,2,"['C00850', 'R02709']","[1800, 1799]",[],False
612,2,"['C00851', 'R00597']","[1797, 1796]",[],False
613,2,"['C00854', 'R01865']","[1805, 1804]",[],False
614,2,"['C00856', 'R02254']","[1784, 1785]",[],False
615,2,"['C00857', 'R02144']","[1835, 1837]",[],False
616,2,"['C00858', 'R02452']","[1779, 1781]",[],False
617,2,"['C00859', 'R02953']","[1778, 1782]",['birth_year_conflict'],True
618,2,"['C00860', 'R02067']","[1790, 1794]",['birth_year_conflict'],True
619,2,"['C00861', 'R02477']","[1823, 1822]",[],False
620,2,"['C00862', 'R02356']","[1825, 1825]",[],False
621,2,"['C00863', 'R00003']","[1788, 1789]",[],False
622,2,"['C00864', 'R01940']","[1792, 1794]",[],False
623,2,"['C00866', 'R01529']","[1811, 1814]",[],False
624,2,"['C00867', 'R00115']","[1788, 1787]",[],False
625,2,"['C00868', 'R02830']","[1803, 1803]",[],False
626,2,"['C00869', 'R01020']","[1809, 1807]",[],False
627,2,"['C00870', 'R02876']","[1819, 1818]",[],False
628,2,"['C00871', 'R00306']","[1788, 1787]",[],False
629,2,"['C00872', 'R00867']","[1789, 1792]",[],False
630,2,"['C00874', 'R02536']","[1835, 1834]",[],False
631,2,"['C00875', 'R02388']","[1836, 1835]",[],False
632,2,"['C00877', 'R00029']","[1824, 1827]",[],False
633,2,"['C00880', 'R01253']","[1816, 1820]",['birth_year_conflict'],True
634,2,"['C00882', 'R01685']","[1788, 1787]",[],False
635,2,"['C00883', 'R01423']","[1827, 1828]",[],False
636,2,"['C00885', 'R00241']","[1829, 1829]",[],False
637,2,"['C00886', 'R02542']","[1835, 1835]",[],False
638,2,"['C00891', 'R02882']","[1823, 1823]",[],False
639,2,"['C00892', 'R00680']","[1812, 1815]",[],False
640,2,"['C00893', 'R02246']","[1832, 1836]",['birth_year_conflict'],True
641,2,"['C00894', 'R02219']","[1819, 1820]",[],False
642,2,"['C00895', 'R02854']","[1823, 1824]",[],False
643,2,"['C00898', 'R02473']","[1798, 1802]",['birth_year_conflict'],True
644,2,"['C00899', 'R01948']","[1822, 1823]",[],False
645,2,"['C00901', 'R01233']","[1788, 1787]",[],False
646,2,"['C00903', 'R02100']","[1816, 1815]",[],False
647,2,"['C00905', 'R00113']","[1788, 1787]",[],False
648,2,"['C00907', 'R00359']","[1792, 1791]",[],False
649,2,"['C00908', 'R02240']","[1798, 1801]",[],False
650,2,"['C00909', 'R02458']","[1803, 1798]",['birth_year_conflict'],True
651,2,"['C00910', 'R01458']","[1797, 1797]",[],False
652,2,"['C00911', 'R01839']","[1827, 1823]",['birth_year_conflict'],True
653,2,"['C00912', 'R02077']","[1826, 1827]",[],False
654,2,"['C00913', 'R00661']","[1801, 1800]",[],False
655,2,"['C00915', 'R00785']","[1817, 1816]",[],False
656,2,"['C00916', 'R02968']","[1820, 1820]",[],False
657,2,"['C00917', 'R01281']","[1839, 1838]",[],False
658,2,"['C00918', 'R02115']","[1823, 1823]",[],False
659,2,"['C00921', 'R00339']","[1823, 1822]",[],False
660,2,"['C00923', 'R01307']","[1825, 1827]",[],False
661,2,"['C00924', 'R00223']","[1789, 1786]",[],False
662,2,"['C00927', 'R01596']","[1810, 1809]",[],False
663,2,"['C00928', 'R00881']","[1832, 1833]",[],False
664,2,"['C00929', 'R01509']","[1792, 1793]",[],False
665,2,"['C00930', 'R02515']","[1836, 1833]",[],False
666,2,"['C00933', 'R02670']","[1826, 1828]",[],False
667,2,"['C00936', 'R01443']","[1814, 1814]",[],False
668,2,"['C00937', 'R00243']","[1798, 1799]",[],False
669,2,"['C00939', 'R02243']","[1818, 1815]",[],False
670,2,"['C00940', 'R00978']","[1822, 1822]",[],False
671,2,"['C00942', 'R01652']","[1793, 1793]",[],False
672,2,"['C00943', 'R02738']","[1830, 1831]",[],False
673,2,"['C00944', 'R02007']","[1804, 1802]",[],False
674,2,"['C00945', 'R02128']","[1814, 1815]",[],False
675,2,"['C00946', 'R02165']","[1830, 1830]",[],False
676,2,"['C00947', 'R00378']","[1820, 1820]",[],False
677,2,"['C00949', 'R01995']","[1812, 1810]",[],False
678,2,"['C00950', 'R01377']","[1794, 1794]",[],False
679,2,"['C00951', 'R02326']","[1821, 1824]",[],False
680,2,"['C00953', 'R02478']","[1789, 1787]",[],False
681,2,"['C00955', 'R00919']","[1829, 1827]",[],False
682,2,"['C00956', 'R02960']","[1796, 1796]",[],False
683,2,"['C00958', 'R01565']","[1818, 1818]",[],False
684,2,"['C00959', 'R01033']","[1826, 1830]",['birth_year_conflict'],True
685,2,"['C00961', 'R00554']","[1837, 1838]",[],False
686,2,"['C00963', 'R02662']","[1798, 1799]",[],False
687,2,"['C00964', 'R02113']","[1810, 1811]",[],False
688,2,"['C00966', 'R02550']","[1805, 1808]",[],False
689,2,"['C00967', 'R00238']","[1790, 1791]",[],False
690,2,"['C00969', 'R01829']","[1795, 1795]",[],False
691,2,"['C00970', 'R02174']","[1806, 1803]",[],False
692,2,"['C00971', 'R02451']","[1806, 1806]",[],False
693,2,"['C00975', 'R01028']","[1804, 1802]",[],False
694,2,"['C00976', 'R02297']","[1790, 1791]",[],False
695,2,"['C00978', 'R02807']","[1839, 1838]",[],False
696,2,"['C00979', 'R00917']","[1806, 1805]",[],False
697,2,"['C00980', 'R00678']","[1790, 1789]",[],False
698,2,"['C00981', 'R02504']","[1836, 1836]",[],False
699,2,"['C00982', 'R02930']","[1802, 1802]",[],False
700,2,"['C00983', 'R00141']","[1827, 1825]",[],False
701,2,"['C00984', 'R02288']","[1836, 1836]",[],False
702,2,"['C00985', 'R01643']","[1813, 1816]",[],False
703,2,"['C00986', 'R00764']","[1781, 1779]",[],False
704,2,"['C00987', 'R02513']","[1792, 1793]",[],False
705,2,"['C00988', 'R02224']","[1794, 1796]",[],False
706,2,"['C00992', 'R00977']","[1798, 1797]",[],False
707,2,"['C00993', 'R01675']","[1804, 1805]",[],False
708,2,"['C00994', 'R02693']","[1787, 1788]",[],False
709,2,"['C00995', 'R02962']","[1801, 1803]",[],False
710,2,"['C00996', 'R02491']","[1828, 1829]",[],False
711,2,"['C00997', 'R01997']","[1794, 1796]",[],False
712,2,"['C00998', 'R02397']","[1800, 1800]",[],False
713,2,"['C00999', 'R00502']","[1815, 1816]",[],False
714,2,"['C01000', 'R00805']","[1796, 1794]",[],False
715,2,"['C01001', 'R01175']","[1814, 1812]",[],False
716,2,"['C01002', 'R02376']","[1792, 1793]",[],False
717,2,"['C01003', 'R00041']","[1831, 1832]",[],False
718,2,"['C01004', 'R02872']","[1826, 1828]",[],False
719,2,"['C01005', 'R00441']","[1789, 1790]",[],False
720,2,"['C01007', 'R02957']","[1787, 1787]",[],False
721,2,"['C01009', 'R01594']","[1821, 1820]",[],False
722,2,"['C01010', 'R02790']","[1787, 1788]",[],False
723,2,"['C01012', 'R00445']","[1789, 1789]",[],False
724,2,"['C01014', 'R02886']","[1793, 1794]",[],False
725,2,"['C01015', 'R00478']","[1837, 1835]",[],False
726,2,"['C01017', 'R02756']","[1813, 1814]",[],False
727,2,"['C01018', 'R01891']","[1799, 1800]",[],False
728,2,"['C01019', 'R01657']","[1800, 1800]",[],False
729,2,"['C01021', 'R00848']","[1786, 1787]",[],False
730,2,"['C01022', 'R02002']","[1819, 1818]",[],False
731,2,"['C01024', 'R00033']","[1838, 1836]",[],False
732,2,"['C01026', 'R01915']","[1803, 1805]",[],False
733,2,"['C01027', 'R01031']","[1801, 1802]",[],False
734,2,"['C01029', 'R02996']","[1812, 1811]",[],False
735,2,"['C01030', 'R00522']","[1791, 1791]",[],False
736,2,"['C01031', 'R02006']","[1815, 1815]",[],False
737,2,"['C01032', 'R02974']","[1792, 1791]",[],False
738,2,"['C01035', 'R00976']","[1816, 1815]",[],False
739,2,"['C01036', 'R02305']","[1793, 1794]",[],False
740,2,"['C01038', 'R01568']","[1801, 1802]",[],False
741,2,"['C01041', 'R02258']","[1804, 1804]",[],False
742,2,"['C01043', 'R02035']","[1794, 1796]",[],False
743,2,"['C01044', 'R00589']","[1795, 1796]",[],False
744,2,"['C01045', 'R00627']","[1827, 1827]",[],False
745,2,"['C01047', 'R02992']","[1794, 1792]",[],False
746,2,"['C01052', 'R01258']","[1806, 1806]",[],False
747,2,"['C01054', 'R01064']","[1783, 1782]",[],False
748,2,"['C01055', 'R02096']","[1797, 1800]",[],False
749,2,"['C01057', 'R02785']","[1819, 1822]",[],False
750,2,"['C01058', 'R01682']","[1820, 1818]",[],False
751,2,"['C01059', 'R00259']","[1833, 1833]",[],False
752,2,"['C01061', 'R01985']","[1808, 1807]",[],False
753,2,"['C01063', 'R00726']","[1782, 1781]",[],False
754,2,"['C01064', 'R02400']","[1842, 1840]",[],False
755,2,"['C01065', 'R02567']","[1836, 1835]",[],False
756,2,"['C01066', 'R02564']","[1796, 1792]",['birth_year_conflict'],True
757,2,"['C01067', 'R01094']","[1793, 1792]",[],False
758,2,"['C01068', 'R00836']","[1806, 1806]",[],False
759,2,"['C01069', 'R00715']","[1796, 1796]",[],False
760,2,"['C01070', 'R00133']","[1801, 1801]",[],False
761,2,"['C01071', 'R02874']","[1808, 1809]",[],False
762,2,"['C01072', 'R02692']","[1786, 1787]",[],False
763,2,"['C01074', 'R01653']","[1828, 1828]",[],False
764,2,"['C01076', 'R02711']","[1784, 1784]",[],False
765,2,"['C01077', 'R02603']","[1832, 1831]",[],False
766,2,"['C01078', 'R00114']","[1825, 1824]",[],False
767,2,"['C01080', 'R00501']","[1786, 1789]",[],False
768,2,"['C01081', 'R01166']","[1838, 1838]",[],False
769,2,"['C01082', 'R01872']","[1829, 1828]",[],False
770,2,"['C01083', 'R01097']","[1813, 1813]",[],False
771,2,"['C01084', 'R02499']","[1827, 1827]",[],False
772,2,"['C01085', 'R02739']","[1827, 1829]",[],False
773,2,"['C01087', 'R00822']","[1804, 1804]",[],False
774,2,"['C01088', 'R00930']","[1837, 1835]",[],False
775,2,"['C01090', 'R01448']","[1829, 1826]",[],False
776,2,"['C01091', 'R01336']","[1810, 1809]",[],False
777,2,"['C01092', 'R02475']","[1826, 1828]",[],False
778,2,"['C01094', 'R00585']","[1792, 1792]",[],False
779,2,"['C01095', 'R01904']","[1831, 1832]",[],False
780,2,"['C01096', 'R01018']","[1783, 1781]",[],False
781,2,"['C01097', 'R00142']","[1830, 1831]",[],False
782,2,"['C01098', 'R02763']","[1800, 1801]",[],False
783,2,"['C01099', 'R00704']","[1801, 1801]",[],False
784,2,"['C01100', 'R02918']","[1842, 1839]",[],False
785,2,"['C01101', 'R00971']","[1787, 1787]",[],False
786,2,"['C01102', 'R01800']","[1791, 1792]",[],False
787,2,"['C01103', 'R00015']","[1794, 1792]",[],False
788,2,"['C01105', 'R02833']","[1826, 1828]",[],False
789,2,"['C01106', 'R01393']","[1809, 1810]",[],False
790,2,"['C01107', 'R02268']","[1792, 1792]",[],False
791,2,"['C01108', 'R00897']","[1798, 1800]",[],False
792,2,"['C01110', 'R00730']","[1795, 1798]",[],False
793,2,"['C01111', 'R00074']","[1834, 1836]",[],False
794,2,"['C01112', 'R00486']","[1830, 1830]",[],False
795,2,"['C01113', 'R00411']","[1811, 1810]",[],False
796,2,"['C01115', 'R00595']","[1810, 1810]",[],False
797,2,"['C01116', 'R02380']","[1816, 1816]",[],False
798,2,"['C01117', 'R00260']","[1836, 1836]",[],False
799,2,"['C01118', 'R02278']","[1812, 1813]",[],False
800,2,"['C01119', 'R01071']","[1827, 1826]",[],False
801,2,"['C01121', 'R02675']","[1784, 1786]",[],False
802,2,"['C01122', 'R01200']","[1820, 1818]",[],False
803,2,"['C01123', 'R01254']","[1796, 1795]",[],False
804,2,"['C01124', 'R01143']","[1783, 1779]",['birth_year_conflict'],True
805,2,"['C01126', 'R01863']","[1797, 1798]",[],False
806,2,"['C01127', 'R00481']","[1786, 1785]",[],False
807,2,"['C01128', 'R01635']","[1796, 1797]",[],False
808,2,"['C01131', 'R02200']","[1813, 1813]",[],False
809,2,"['C01132', 'R01264']","[1823, 1821]",[],False
810,2,"['C01133', 'R00011']","[1810, 1809]",[],False
811,2,"['C01135', 'R01923']","[1799, 1798]",[],False
812,2,"['C01136', 'R02082']","[1817, 1819]",[],False
813,2,"['C01137', 'R00556']","[1780, 1781]",[],False
814,2,"['C01138', 'R02742']","[1840, 1840]",[],False
815,2,"['C01139', 'R01515']","[1787, 1788]",[],False
816,2,"['C01140', 'R02965']","[1809, 1809]",[],False
817,2,"['C01141', 'R00568']","[1819, 1820]",[],False
818,2,"['C01142', 'R01141']","[1792, 1795]",[],False
819,2,"['C01143', 'R02043']","[1788, 1789]",[],False
820,2,"['C01144', 'R02045']","[1780, 1781]",[],False
821,2,"['C01145', 'R02553']","[1807, 1804]",[],False
822,2,"['C01146', 'R01534']","[1789, 1793]",['birth_year_conflict'],True
823,2,"['C01147', 'R01445']","[1805, 1814]",['birth_year_conflict'],True
824,2,"['C01148', 'R01719']","[1839, 1838]",[],False
825,2,"['C01149', 'R01901']","[1822, 1825]",[],False
826,2,"['C01152', 'R01713']","[1840, 1841]",[],False
827,2,"['C01153', 'R02741']","[1825, 1826]",[],False
828,2,"['C01154', 'R01168']","[1788, 1786]",[],False
829,2,"['C01155', 'R01975']","[1784, 1784]",[],False
830,2,"['C01157', 'R01155']","[1812, 1815]",[],False
831,2,"['C01158', 'R02663']","[1831, 1831]",[],False
832,2,"['C01159', 'R00410']","[1799, 1799]",[],False
833,2,"['C01166', 'R02528']","[1808, 1809]",[],False
834,2,"['C01167', 'R00421']","[1793, 1794]",[],False
835,2,"['C01168', 'R01967']","[1822, 1823]",[],False
836,2,"['C01170', 'R02378']","[1812, 1815]",[],False
837,2,"['C01171', 'R00949']","[1807, 1810]",[],False
838,2,"['C01172', 'R01308']","[1805, 1804]",[],False
839,2,"['C01174', 'R02140']","[1801, 1799]",[],False
840,2,"['C01175', 'R02770']","[1789, 1793]",['birth_year_conflict'],True
841,2,"['C01177', 'R01871']","[1785, 1785]",[],False
842,2,"['C01180', 'R02312']","[1835, 1836]",[],False
843,2,"['C01181', 'R00811']","[1795, 1795]",[],False
844,2,"['C01182', 'R01902']","[1804, 1801]",[],False
845,2,"['C01183', 'R00136']","[1834, 1837]",[],False
846,2,"['C01185', 'R02640']","[1835, 1834]",[],False
847,2,"['C01186', 'R02804']","[1789, 1790]",[],False
848,2,"['C01188', 'R00253']","[1818, 1817]",[],False
849,2,"['C01189', 'R01629']","[1814, 1818]",['birth_year_conflict'],True
850,2,"['C01190', 'R02868']","[1826, 1827]",[],False
851,2,"['C01194', 'R01093']","[1838, 1839]",[],False
852,2,"['C01195', 'R00140']","[1829, 1829]",[],False
853,2,"['C01196', 'R02109']","[1813, 1812]",[],False
854,2,"['C01197', 'R00909']","[1833, 1832]",[],False
855,2,"['C01198', 'R00685']","[1786, 1785]",[],False
856,2,"['C01199', 'R01286']","[1783, 1782]",[],False
857,2,"['C01203', 'R01743']","[1801, 1799]",[],False
858,2,"['C01204', 'R01530']","[1803, 1805]",[],False
859,2,"['C01207', 'R01451']","[1816, 1816]",[],False
860,2,"['C01208', 'R01965']","[1782, 1781]",[],False
861,2,"['C01210', 'R00431']","[1828, 1827]",[],False
862,2,"['C01213', 'R01681']","[1787, 1787]",[],False
863,2,"['C01214', 'R00381']","[1813, 1810]",[],False
864,2,"['C01215', 'R01391']","[1811, 1813]",[],False
865,2,"['C01216', 'R02782']","[1799, 1803]",['birth_year_conflict'],True
866,2,"['C01217', 'R00862']","[1795, 1796]",[],False
867,2,"['C01218', 'R01873']","[1785, 1785]",[],False
868,2,"['C01219', 'R02352']","[1819, 1821]",[],False
869,2,"['C01221', 'R00925']","[1779, 1782]",[],False
870,2,"['C01223', 'R02845']","[1834, 1831]",[],False
871,2,"['C01224', 'R00682']","[1794, 1792]",[],False
872,2,"['C01226', 'R02024']","[1816, 1816]",[],False
873,2,"['C01227', 'R01397']","[1821, 1823]",[],False
874,2,"['C01228', 'R02031']","[1801, 1800]",[],False
875,2,"['C01229', 'R01083']","[1837, 1837]",[],False
876,2,"['C01230', 'R01824']","[1824, 1824]",[],False
877,2,"['C01232', 'R00577']","[1796, 1791]",['birth_year_conflict'],True
878,2,"['C01233', 'R00671']","[1815, 1814]",[],False
879,2,"['C01234', 'R00435']","[1783, 1780]",[],False
880,2,"['C01235', 'R02114']","[1786, 1787]",[],False
881,2,"['C01236', 'R02624']","[1797, 1795]",[],False
882,2,"['C01237', 'R00574']","[1814, 1814]",[],False
883,2,"['C01240', 'R00618']","[1837, 1837]",[],False
884,2,"['C01242', 'R01978']","[1838, 1839]",[],False
885,2,"['C01244', 'R00324']","[1807, 1809]",[],False
886,2,"['C01245', 'R01361']","[1785, 1782]",[],False
887,2,"['C01246', 'R00344']","[1834, 1837]",[],False
888,2,"['C01247', 'R01689']","[1820, 1818]",[],False
889,2,"['C01251', 'R00754']","[1825, 1829]",['birth_year_conflict'],True
890,2,"['C01252', 'R00868']","[1799, 1798]",[],False
891,2,"['C01253', 'R02163']","[1811, 1814]",[],False
892,2,"['C01254', 'R02801']","[1794, 1793]",[],False
893,2,"['C01255', 'R02385']","[1785, 1786]",[],False
894,2,"['C01256', 'R02248']","[1787, 1786]",[],False
895,2,"['C01257', 'R02572']","[1816, 1814]",[],False
896,2,"['C01259', 'R01015']","[1786, 1788]",[],False
897,2,"['C01260', 'R02290']","[1838, 1839]",[],False
898,2,"['C01261', 'R01560']","[1784, 1783]",[],False
899,2,"['C01262', 'R01779']","[1804, 1804]",[],False
900,2,"['C01263', 'R01332']","[1806, 1808]",[],False
901,2,"['C01264', 'R00171']","[1812, 1811]",[],False
902,2,"['C01265', 'R01510']","[1782, 1782]",[],False
903,2,"['C01266', 'R00676']","[1809, 1810]",[],False
904,2,"['C01267', 'R02944']","[1835, 1836]",[],False
905,2,"['C01269', 'R02111']","[1815, 1817]",[],False
906,2,"['C01270', 'R00628']","[1808, 1806]",[],False
907,2,"['C01271', 'R00194']","[1819, 1820]",[],False
908,2,"['C01272', 'R00771']","[1824, 1825]",[],False
909,2,"['C01274', 'R01803']","[1790, 1788]",[],False
910,2,"['C01275', 'R00320']","[1788, 1788]",[],False
911,2,"['C01278', 'R02831']","[1781, 1782]",[],False
912,2,"['C01279', 'R02691']","[1836, 1838]",[],False
913,2,"['C01280', 'R00246']","[1795, 1796]",[],False
914,2,"['C01282', 'R00470']","[1797, 1798]",[],False
915,2,"['C01284', 'R00722']","[1789, 1788]",[],False
916,2,"['C01286', 'R01968']","[1785, 1785]",[],False
